Country,Year,Is Election Year,Years Since Last Election,Inflation Rate,Previous Year Inflation Rate,GDP Per Capita,Previous Year GDP Per Capita,Currency is Euro,Previous Year Currency is Euro,Net Migration,Previous Year Net Migration,Population,Previous Year Population,Unemployment Rate,Previous Year Unemployment Rate,VAT,Previous Year VAT,EURO600 Q1,EURO600 Q2,EURO600 Q3,EURO600 Q4,Previous Year EURO600 Q1,Previous Year EURO600 Q2,Previous Year EURO600 Q3,Previous Year EURO600 Q4,S&P500 Q1,S&P500 Q2,S&P500 Q3,S&P500 Q4,Previous Year S&P500 Q1,Previous Year S&P500 Q2,Previous Year S&P500 Q3,Previous Year S&P500 Q4,Crude Oil Q1,Crude Oil Q2,Crude Oil Q3,Crude Oil Q4,Previous Year Crude Oil Q1,Previous Year Crude Oil Q2,Previous Year Crude Oil Q3,Previous Year Crude Oil Q4,EUR-USD Exchange Rate Q1,EUR-USD Exchange Rate Q2,EUR-USD Exchange Rate Q3,EUR-USD Exchange Rate Q4,Previous Year EUR-USD Exchange Rate Q1,Previous Year EUR-USD Exchange Rate Q2,Previous Year EUR-USD Exchange Rate Q3,Previous Year EUR-USD Exchange Rate Q4,ECB Interest Rate,Previous Year ECB Interest Rate
Latvia,2016,0,2,0.141,0.174,14331.752,13786.457,1,1,-10.34,-11.163,1.96,1.978,9.643,9.873,21.0,21.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Lithuania,2016,1,4,0.906,-0.884,15008.313,14263.965,1,1,-17.334,-18.912,2.868,2.905,7.862,9.12,21.0,21.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Luxembourg,2016,0,3,0.291,0.475,106899.294,105462.013,1,1,12.535,11.373,0.582,0.57,6.669,6.796,17.0,17.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Malta,2016,0,3,0.643,1.101,25623.942,24921.714,1,1,10.239,9.443,0.455,0.445,4.687,5.379,18.0,18.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Netherlands,2016,0,4,0.317,0.6,46039.106,45193.403,1,1,59.528,57.677,17.03,16.94,6.007,6.872,21.0,21.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Poland,2016,0,1,-0.665,-0.874,12378.813,12560.051,0,0,-1.967,-25.426,37.97,37.986,6.161,7.501,23.0,23.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Portugal,2016,0,1,0.607,0.488,19991.972,19250.107,1,1,-8.128,-10.124,10.325,10.358,11.068,12.447,23.0,23.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Slovakia,2016,1,4,-0.52,-0.325,16563.44,16390.882,1,1,3.682,2.637,5.431,5.424,9.679,11.492,20.0,20.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Slovenia,2016,0,2,-0.055,-0.526,21678.359,20890.166,1,1,7.684,7.934,2.065,2.064,8.007,8.975,22.0,22.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Spain,2016,1,1,-0.203,-0.5,26537.159,25754.361,1,1,89.021,-0.871,46.484,46.445,19.635,22.057,21.0,21.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Sweden,2016,0,2,0.984,-0.047,51965.157,51545.484,0,0,79.667,77.987,9.923,9.799,6.99,7.432,25.0,25.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
United Kingdom,2016,0,1,1.008,0.368,40985.235,44964.391,0,0,246.94,254.218,65.612,65.116,4.868,5.517,20.0,20.0,334.626,337.54,340.543,344.748,376.325,398.718,375.305,369.373,1951.225,2075.131,2162.057,2184.879,2063.69,2101.829,2027.2,2052.312,33.626,45.642,44.939,49.353,48.575,57.95,46.498,42.157,1.102,1.129,1.117,1.079,1.126,1.105,1.112,1.095,0.01,0.05
Austria,2017,1,4,2.081,0.892,47429.158,45307.588,1,1,45.573,66.282,8.798,8.737,5.561,6.064,20.0,20.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Belgium,2017,0,3,2.126,1.974,44198.482,42012.623,1,1,56.248,56.781,11.375,11.331,7.09,7.83,21.0,21.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Cyprus,2017,0,1,0.532,-1.429,26697.006,24715.143,1,1,5.014,4.878,1.209,1.198,11.155,13.006,19.0,19.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Czech Republic,2017,1,4,2.451,0.684,20636.2,18575.232,0,0,2.809,-0.3,10.594,10.566,2.893,3.952,21.0,21.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Denmark,2017,0,2,1.147,0.25,57610.098,54663.998,0,0,23.188,22.859,5.765,5.728,5.833,5.989,25.0,25.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Estonia,2017,0,2,3.417,0.149,20437.765,18295.343,1,1,5.329,1.164,1.317,1.316,5.807,6.882,20.0,20.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Finland,2017,0,2,0.754,0.357,46412.136,43814.027,1,1,13.307,17.21,5.508,5.495,8.64,8.818,24.0,24.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
France,2017,1,5,1.032,0.183,38781.049,37062.534,1,1,13.175,14.729,66.918,66.724,9.41,10.057,20.0,20.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Germany,2017,1,4,1.509,0.492,44652.589,42136.121,1,1,430.803,432.017,82.657,82.349,3.781,4.104,19.0,19.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Greece,2017,0,3,1.121,-0.826,18582.089,17923.967,1,1,-25.061,-27.234,10.755,10.776,21.414,23.514,24.0,23.584,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Hungary,2017,0,3,2.348,0.395,14621.24,13104.7,0,0,18.044,-0.982,9.788,9.814,4.156,5.115,27.0,27.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Ireland,2017,0,6,0.362,0.02,70150.737,62784.066,1,1,29.2,18.978,4.807,4.755,6.713,8.374,23.0,23.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Italy,2017,0,4,1.227,-0.094,32406.72,30960.732,1,1,70.475,49.591,60.537,60.627,11.242,11.725,22.0,22.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Latvia,2017,0,3,2.93,0.141,15695.115,14331.752,1,1,-9.498,-10.34,1.942,1.96,8.715,9.643,21.0,21.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Lithuania,2017,0,1,3.723,0.906,16885.407,15008.313,1,1,-15.937,-17.334,2.828,2.868,7.073,7.862,21.0,21.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Luxembourg,2017,0,4,1.731,0.291,110193.214,106899.294,1,1,9.563,12.535,0.596,0.582,5.523,6.669,17.0,17.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Malta,2017,1,4,1.364,0.643,28813.185,25623.942,1,1,10.836,10.239,0.468,0.455,4.002,4.687,18.0,18.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Netherlands,2017,1,5,1.381,0.317,48675.222,46039.106,1,1,60.585,59.528,17.131,17.03,4.837,6.007,21.0,21.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Poland,2017,0,2,2.076,-0.665,13815.501,12378.813,0,0,-1.983,-1.967,37.975,37.97,4.888,6.161,23.0,23.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Portugal,2017,0,2,1.369,0.607,21490.43,19991.972,1,1,5.244,-8.128,10.3,10.325,8.869,11.068,23.0,23.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Slovakia,2017,0,1,1.312,-0.52,17585.197,16563.44,1,1,3.542,3.682,5.439,5.431,8.142,9.679,20.0,20.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Slovenia,2017,0,3,1.429,-0.055,23514.025,21678.359,1,1,7.46,7.684,2.066,2.065,6.573,8.007,22.0,22.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Spain,2017,0,1,1.956,-0.203,28185.321,26537.159,1,1,167.475,89.021,46.593,46.484,17.224,19.635,21.0,21.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Sweden,2017,0,3,1.794,0.984,53791.509,51965.157,0,0,80.765,79.667,10.058,9.923,6.718,6.99,25.0,25.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
United Kingdom,2017,1,2,2.558,1.008,40572.121,40985.235,0,0,239.014,246.94,66.059,65.612,4.452,4.868,20.0,20.0,369.545,387.724,379.594,389.576,334.626,337.54,340.543,344.748,2325.928,2397.971,2467.175,2603.277,1951.225,2075.131,2162.057,2184.879,51.781,48.149,48.196,55.301,33.626,45.642,44.939,49.353,1.065,1.102,1.175,1.177,1.102,1.129,1.117,1.079,0.0,0.01
Austria,2018,0,1,1.998,2.081,51466.557,47429.158,1,1,35.404,45.573,8.841,8.798,4.933,5.561,20.0,20.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Belgium,2018,0,4,2.053,2.126,47544.981,44198.482,1,1,55.439,56.248,11.427,11.375,5.941,7.09,21.0,21.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Cyprus,2018,0,2,1.435,0.532,29419.887,26697.006,1,1,4.977,5.014,1.219,1.209,8.504,11.155,19.0,19.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Czech Republic,2018,0,1,2.149,2.451,23424.48,20636.2,0,0,3.193,2.809,10.63,10.594,2.246,2.893,21.0,21.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Denmark,2018,0,3,0.814,1.147,61591.929,57610.098,0,0,23.337,23.188,5.794,5.765,5.131,5.833,25.0,25.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Estonia,2018,0,3,3.436,3.417,23165.849,20437.765,1,1,7.229,5.329,1.322,1.317,5.412,5.807,20.0,20.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Finland,2018,0,3,1.084,0.754,49987.626,46412.136,1,1,11.646,13.307,5.516,5.508,7.361,8.64,24.0,24.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
France,2018,0,1,1.851,1.032,41557.855,38781.049,1,1,14.391,13.175,67.158,66.918,9.018,9.41,20.0,20.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Germany,2018,0,1,1.732,1.509,47939.278,44652.589,1,1,392.587,430.803,82.906,82.657,3.384,3.781,19.0,19.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Greece,2018,0,4,0.626,1.121,19756.99,18582.089,1,1,-23.6,-25.061,10.733,10.755,19.179,21.414,24.0,24.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Hungary,2018,1,4,2.85,2.348,16425.205,14621.24,0,0,31.976,18.044,9.776,9.788,3.709,4.156,27.0,27.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Ireland,2018,1,7,0.471,0.362,79446.939,70150.737,1,1,33.647,29.2,4.867,4.807,5.741,6.713,23.0,23.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Italy,2018,1,5,1.137,1.227,34622.17,32406.72,1,1,75.863,70.475,60.422,60.537,10.639,11.242,22.0,22.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Latvia,2018,1,4,2.534,2.93,17865.031,15695.115,1,1,-8.632,-9.498,1.927,1.942,7.412,8.715,21.0,21.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Lithuania,2018,0,2,2.698,3.723,19186.36,16885.407,1,1,-14.451,-15.937,2.802,2.828,6.147,7.073,21.0,21.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Luxembourg,2018,1,5,1.528,1.731,116786.512,110193.214,1,1,10.096,9.563,0.608,0.596,5.589,5.523,17.0,17.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Malta,2018,0,1,1.158,1.364,31785.885,28813.185,1,1,11.18,10.836,0.485,0.468,3.658,4.002,18.0,18.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Netherlands,2018,0,1,1.703,1.381,53044.532,48675.222,1,1,60.758,60.585,17.232,17.131,3.832,4.837,21.0,21.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Poland,2018,0,3,1.813,2.076,15504.508,13815.501,0,0,-8.736,-1.983,37.975,37.975,3.846,4.888,23.0,23.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Portugal,2018,0,3,0.994,1.369,23562.555,21490.43,1,1,10.177,5.244,10.284,10.3,6.994,8.869,23.0,23.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Slovakia,2018,0,2,2.514,1.312,19486.394,17585.197,1,1,3.752,3.542,5.447,5.439,6.544,8.142,20.0,20.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Slovenia,2018,1,4,1.739,1.429,26123.747,23514.025,1,1,7.559,7.46,2.074,2.066,5.116,6.573,22.0,22.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Spain,2018,0,2,1.675,1.956,30379.721,28185.321,1,1,339.064,167.475,46.798,46.593,15.255,17.224,21.0,21.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Sweden,2018,1,4,1.954,1.794,54589.06,53791.509,0,0,81.492,80.765,10.175,10.058,6.365,6.718,25.0,25.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
United Kingdom,2018,0,1,2.293,2.558,43203.814,40572.121,0,0,230.577,239.014,66.46,66.059,4.12,4.452,20.0,20.0,383.4,384.614,383.495,357.498,369.545,387.724,379.594,389.576,2733.477,2703.131,2849.601,2698.927,2325.928,2397.971,2467.175,2603.277,62.894,67.91,69.433,59.441,51.781,48.149,48.196,55.301,1.229,1.191,1.163,1.141,1.065,1.102,1.175,1.177,0.0,0.0
Austria,2019,1,2,1.531,1.998,50067.586,51466.557,1,1,41.105,35.404,8.88,8.841,4.56,4.933,20.0,20.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
